scene_id,line_id,speaker,emotion_note,text_raw,text_with_emoji,caption,cfg_text,cfg_caption,cfg_speaker,cfg_guidance_mode,num_steps,num_candidates,seed,lora_path,lora_scale,status,approved_candidate,notes
confessional_futanari,line_001,マリア,"恥じらい,困惑",（はぁ…… ⏸️ 聞こえていますか…… ⏸️ ？）,🥵🫣 （はぁ……聞こえていますか……？） 🫣,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,5103596616271568072,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_002,マリア,"甘え,囁き",ふふ…… ⏸️ こんにちは…… ⏸️ 私はシスター・マリアと申します……,🥵💋 ふふ……こんにちは……私はシスター・マリアと申します…… 💋,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,6933384139719110102,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_003,マリア,"甘え,囁き",きょうも懺悔室でお待ちしておりました…… ⏸️ どうぞ、心に溜まった罪をお話しください……,🥵💦 今日も懺悔室でお待ちしておりました……どうぞ、心に溜まった罪をお話しください…… 💦,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,9186042229974880617,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_004,マリア,"恥じらい,困惑",（…… ⏸️ はぁ…… ⏸️ きょうもこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……）,🥵🫣 （……はぁ……今日もこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……） 🫣💦,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,4786880872774503350,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_005,マリア,"甘え,囁き",ん…… ⏸️ そう…… ⏸️ そのような淫らな考えが……頭から離れないのですね……,🥵💋 ん……そう……そのような淫らな考えが……頭から離れないのですね…… 💋,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,8664123020541657027,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_006,マリア,"甘え,囁き",神様に許しを乞う心で…… ⏸️ ゆっくりとお話しなさい…… ⏸️ マリアお姉さんが、ちゃんと聞いてあげますから……,🥵💦 神様に許しを乞う心で……ゆっくりとお話しなさい……マリアお姉さんが、ちゃんと聞いてあげますから…… 💦,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,5656884391388911767,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_007,マリア,"驚き,恥じらい",（あ…… ⏸️ っ…… ⏸️ ！？）,😱🥵 （あ……っ……！？） 😱,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,6159237478612896083,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_008,マリア,"恥じらい,動揺",（…… ⏸️ きゃっ…… ⏸️ ！　後ろから突然……！）,😱🫣 （……きゃっ……！　後ろから突然……！） 🫣,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,5955110648961003620,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_009,マリア,"恥じらい,喘ぎ(弱)",…… ⏸️ ふ、ふぅ…… ⏸️ だ、だめ……今……懺悔を……聞いている最中……ですのに……,🥵🫣 ……ふ、ふぅ……だ、だめ……今……懺悔を……聞いている最中……ですのに…… 🫣,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,39039625995493960,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_010,マリア,"喘ぎ(弱),恥じらい",他のシスター…… ⏸️ い、いきなり…… ⏸️ マリアお姉さんの……スカートの中に手を……あんっ……,🥵💦 他のシスター……い、いきなり……マリアお姉さんの……スカートの中に手を……あんっ…… 💦,低く落ち着いた声の大人の女性が、余裕を持って静かに話している。,3.5,5.0,5.0,alternating,50,2,7731218044265126585,D:/irodori/emoji/lora/mizuhashi_kaori_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
