scene_id,line_id,speaker,emotion_note,text_raw,text_with_emoji,caption,cfg_text,cfg_caption,cfg_speaker,cfg_guidance_mode,num_steps,num_candidates,seed,lora_path,lora_scale,status,approved_candidate,notes
confessional_futanari,line_001,マリア,"恥じらい,困惑",（はぁ…… ⏸️ 聞こえていますか…… ⏸️ ？）,🥵🫣 （はぁ……聞こえていますか……？） 🫣,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,6672662153254067384,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_002,マリア,"甘え,囁き",ふふ…… ⏸️ こんにちは…… ⏸️ 私はシスター・マリアと申します……,🥵💋 ふふ……こんにちは……私はシスター・マリアと申します…… 💋,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,8818882929794791499,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_003,マリア,"甘え,囁き",きょうも懺悔室でお待ちしておりました…… ⏸️ どうぞ、心に溜まった罪をお話しください……,🥵💦 今日も懺悔室でお待ちしておりました……どうぞ、心に溜まった罪をお話しください…… 💦,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,4550163429531626273,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_004,マリア,"恥じらい,困惑",（…… ⏸️ はぁ…… ⏸️ きょうもこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……）,🥵🫣 （……はぁ……今日もこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……） 🫣💦,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,7947313303421234571,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_005,マリア,"甘え,囁き",ん…… ⏸️ そう…… ⏸️ そのような淫らな考えが……頭から離れないのですね……,🥵💋 ん……そう……そのような淫らな考えが……頭から離れないのですね…… 💋,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,5347829029972927165,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_006,マリア,"甘え,囁き",神様に許しを乞う心で…… ⏸️ ゆっくりとお話しなさい…… ⏸️ マリアお姉さんが、ちゃんと聞いてあげますから……,🥵💦 神様に許しを乞う心で……ゆっくりとお話しなさい……マリアお姉さんが、ちゃんと聞いてあげますから…… 💦,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,5568946895201071413,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_007,マリア,"驚き,恥じらい",（あ…… ⏸️ っ…… ⏸️ ！？）,😱🥵 （あ……っ……！？） 😱,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,7614854784394635450,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_008,マリア,"恥じらい,動揺",（…… ⏸️ きゃっ…… ⏸️ ！　後ろから突然……！）,😱🫣 （……きゃっ……！　後ろから突然……！） 🫣,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,1058105117263525822,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_009,マリア,"恥じらい,喘ぎ(弱)",…… ⏸️ ふ、ふぅ…… ⏸️ だ、だめ……今……懺悔を……聞いている最中……ですのに……,🥵🫣 ……ふ、ふぅ……だ、だめ……今……懺悔を……聞いている最中……ですのに…… 🫣,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,1723119806271843181,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_010,マリア,"喘ぎ(弱),恥じらい",他のシスター…… ⏸️ い、いきなり…… ⏸️ マリアお姉さんの……スカートの中に手を……あんっ……,🥵💦 他のシスター……い、いきなり……マリアお姉さんの……スカートの中に手を……あんっ…… 💦,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。,3.5,5.0,5.0,alternating,50,2,6433077851215320958,D:/irodori/emoji/lora/voice_aoyama_yukari_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
