scene_id,line_id,speaker,emotion_note,text_raw,text_with_emoji,caption,cfg_text,cfg_caption,cfg_speaker,cfg_guidance_mode,num_steps,num_candidates,seed,lora_path,lora_scale,status,approved_candidate,notes
confessional_futanari,line_001,マリア,"恥じらい,困惑",（はぁ…… ⏸️ 聞こえていますか…… ⏸️ ？）,🥵🫣 （はぁ……聞こえていますか……？） 🫣,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,7112091565359922838,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_002,マリア,"甘え,囁き",ふふ…… ⏸️ こんにちは…… ⏸️ 私はシスター・マリアと申します……,🥵💋 ふふ……こんにちは……私はシスター・マリアと申します…… 💋,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,7542222197589102214,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_003,マリア,"甘え,囁き",きょうも懺悔室でお待ちしておりました…… ⏸️ どうぞ、心に溜まった罪をお話しください……,🥵💦 今日も懺悔室でお待ちしておりました……どうぞ、心に溜まった罪をお話しください…… 💦,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,1751781260402062328,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_004,マリア,"恥じらい,困惑",（…… ⏸️ はぁ…… ⏸️ きょうもこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……）,🥵🫣 （……はぁ……今日もこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……） 🫣💦,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,6230524520911592452,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_005,マリア,"甘え,囁き",ん…… ⏸️ そう…… ⏸️ そのような淫らな考えが……頭から離れないのですね……,🥵💋 ん……そう……そのような淫らな考えが……頭から離れないのですね…… 💋,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,8474129973557132123,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_006,マリア,"甘え,囁き",神様に許しを乞う心で…… ⏸️ ゆっくりとお話しなさい…… ⏸️ マリアお姉さんが、ちゃんと聞いてあげますから……,🥵💦 神様に許しを乞う心で……ゆっくりとお話しなさい……マリアお姉さんが、ちゃんと聞いてあげますから…… 💦,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,9019932765895802724,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_007,マリア,"驚き,恥じらい",（あ…… ⏸️ っ…… ⏸️ ！？）,😱🥵 （あ……っ……！？） 😱,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,3130307069047596038,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_008,マリア,"恥じらい,動揺",（…… ⏸️ きゃっ…… ⏸️ ！　後ろから突然……！）,😱🫣 （……きゃっ……！　後ろから突然……！） 🫣,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,7498460028456680480,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_009,マリア,"恥じらい,喘ぎ(弱)",…… ⏸️ ふ、ふぅ…… ⏸️ だ、だめ……今……懺悔を……聞いている最中……ですのに……,🥵🫣 ……ふ、ふぅ……だ、だめ……今……懺悔を……聞いている最中……ですのに…… 🫣,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,1851145531008379586,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_010,マリア,"喘ぎ(弱),恥じらい",他のシスター…… ⏸️ い、いきなり…… ⏸️ マリアお姉さんの……スカートの中に手を……あんっ……,🥵💦 他のシスター……い、いきなり……マリアお姉さんの……スカートの中に手を……あんっ…… 💦,落ち着いた大人の女性が、穏やかでしっとりとした声で話している。,3.5,5.0,5.0,alternating,50,3,8588906616545557268,D:/irodori/emoji/lora/voice_aikawa_nana_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
