scene_id,line_id,speaker,emotion_note,text_raw,text_with_emoji,caption,cfg_text,cfg_caption,cfg_speaker,cfg_guidance_mode,num_steps,num_candidates,seed,lora_path,lora_scale,status,approved_candidate,notes
confessional_futanari,line_001,マリア,"恥じらい,困惑",（はぁ…… ⏸️ 聞こえていますか…… ⏸️ ？）,🥵🫣 （はぁ……聞こえていますか……？） 🫣,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,899976694976311718,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_002,マリア,"甘え,囁き",ふふ…… ⏸️ こんにちは…… ⏸️ 私はシスター・マリアと申します……,🥵💋 ふふ……こんにちは……私はシスター・マリアと申します…… 💋,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,5564408745646304409,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_003,マリア,"甘え,囁き",きょうも懺悔室でお待ちしておりました…… ⏸️ どうぞ、心に溜まった罪をお話しください……,🥵💦 今日も懺悔室でお待ちしておりました……どうぞ、心に溜まった罪をお話しください…… 💦,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,2457059674759608025,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_004,マリア,"恥じらい,困惑",（…… ⏸️ はぁ…… ⏸️ きょうもこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……）,🥵🫣 （……はぁ……今日もこんな大きな爆乳を押しつぶすようにして……懺悔を聞いているなんて……恥ずかしいわ……） 🫣💦,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,2169571225025463238,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_005,マリア,"甘え,囁き",ん…… ⏸️ そう…… ⏸️ そのような淫らな考えが……頭から離れないのですね……,🥵💋 ん……そう……そのような淫らな考えが……頭から離れないのですね…… 💋,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,8263190439134252820,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_006,マリア,"甘え,囁き",神様に許しを乞う心で…… ⏸️ ゆっくりとお話しなさい…… ⏸️ マリアお姉さんが、ちゃんと聞いてあげますから……,🥵💦 神様に許しを乞う心で……ゆっくりとお話しなさい……マリアお姉さんが、ちゃんと聞いてあげますから…… 💦,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,4654750382830727685,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=weak
confessional_futanari,line_007,マリア,"驚き,恥じらい",（あ…… ⏸️ っ…… ⏸️ ！？）,😱🥵 （あ……っ……！？） 😱,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,9072649730224271714,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_008,マリア,"恥じらい,動揺",（…… ⏸️ きゃっ…… ⏸️ ！　後ろから突然……！）,😱🫣 （……きゃっ……！　後ろから突然……！） 🫣,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,158689063116407548,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_009,マリア,"恥じらい,喘ぎ(弱)",…… ⏸️ ふ、ふぅ…… ⏸️ だ、だめ……今……懺悔を……聞いている最中……ですのに……,🥵🫣 ……ふ、ふぅ……だ、だめ……今……懺悔を……聞いている最中……ですのに…… 🫣,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,8598742158174145647,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_010,マリア,"喘ぎ(弱),恥じらい",他のシスター…… ⏸️ い、いきなり…… ⏸️ マリアお姉さんの……スカートの中に手を……あんっ……,🥵💦 他のシスター……い、いきなり……マリアお姉さんの……スカートの中に手を……あんっ…… 💦,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,5360810485875100791,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_011,マリア,"喘ぎ(強),息切れ",はぁ…… ⏸️ はぁん……,🥵😮‍💨💦 はぁ……はぁん…… 😭💦,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,1707759399355983701,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
confessional_futanari,line_012,マリア,"恥じらい,拒絶",だめよ…… ⏸️ ここは神聖な懺悔室…… ⏸️ 信者様の声がまだ聞こえているのに……,🥵🫣 だめよ……ここは神聖な懺悔室……信者様の声がまだ聞こえているのに…… 🫣,甘くセクシーな大人の女性が、とろけるような艶っぽい声で話している。,4.0,5.0,5.0,alternating,40,3,6814311025575144158,D:/irodori/emoji/lora/sawano_popura_v1/lora_checkpoint_final_ema,1.0,generated,,intensity=medium
